track,a_rank,bench_rank,company,factor,reason,sub_sector,scale_tier,geo
A,1,,Fullington Auto Bus Co,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,1,,Fullington Auto Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,2,,F & S Transportation,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,2,,F & S Transportation,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,3,,Randall Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,4,,Peter Brega Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,5,,Leon George II School Buses,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,6,,Smyth Buss Co,size_margin_signal,no_verified_fleet,Y,50-250,NY
A,6,,Smyth Buss Co,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,7,,Academy Business Co Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,8,,Levy School Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,9,,Educational Bus Trnsprtn Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,10,,Eschbach Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,11,,George's Transportation Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,12,,Nichols Bus,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,13,,Kip's Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,PA
A,13,,Kip's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,14,,Campbell Bus Lines,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,15,,Carefor Bus Co,size_margin_signal,no_verified_fleet,Y,50-250,NY
A,15,,Carefor Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,16,,Sunrise Busses Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,17,,Nelson Garage,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,18,,Newburgh Beacon Bus Corp,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,19,,P Benowitz,size_margin_signal,no_verified_fleet,Y,<50,NY
A,19,,P Benowitz,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,20,,Susquehanna Transit Co,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,21,,Jacoby,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,22,,Myers Transportation,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,23,,Durrin Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,24,,Penny Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,25,,Briarcliff Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,26,,Coulter Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MO
A,27,,Hegins Valley Lines,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,28,,Bowman Brothers Trucking Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,29,,Bower Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,30,,Muccio School Trnsprtn LLC,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,31,,Leland F Harris Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,32,,Fisher Brothers Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,33,,Suburban Transportation Inc,driver_market_risk,national_only_no_state_signal,S,50-250,NY
A,34,,Medicab Of Rochester,driver_market_risk,national_only_no_state_signal,S,<50,NY
A,35,,A1 Service Inc,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,35,,A1 Service Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,36,,Excellent Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,37,,Air B School Bus Trnsprtn Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,FL
A,38,,H & W Transportation Inc,size_margin_signal,no_verified_fleet,Y,<50,PA
A,38,,H & W Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,39,,Boyo Transportation SVC Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,40,,White Transit School Buses Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,41,,Kauffman Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,42,,Kabata Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,43,,Carlos & Susana School Bus,driver_market_risk,national_only_no_state_signal,Y,50-250,FL
A,44,,Carlos-Susana Sch Bus Svc Corp,driver_market_risk,national_only_no_state_signal,Y,50-250,FL
A,45,,Mystic School Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,46,,Pace Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,47,,Pat Zanchelli Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,48,,Wilson Transport,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,49,,Rockwood Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,50,,Jenkins School Buses,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,51,,Dum's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,52,,Rudroff Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MO
A,53,,Confer's Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,54,,Dean Transportation,driver_market_risk,national_only_no_state_signal,S,50-250,MI
A,54,,Dean Transportation,outsourcing_ev_mandate,no_state_signal,S,50-250,MI
A,55,,Yucaipa Bus Svc,driver_market_risk,national_only_no_state_signal,S,50-250,CA
A,56,,Bedford Charter Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MA
A,56,,Bedford Charter Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MA
A,57,,Cloquet Transit Co,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,57,,Cloquet Transit Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,58,,George Dapper Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,58,,George Dapper Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,59,,Barker Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,59,,Barker Bus Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,60,,Lizak Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,60,,Lizak Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,61,,Raphael Irvin Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,61,,Raphael Irvin Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,62,,Belair Transport Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,62,,Belair Transport Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,63,,Palmer Bus Svc Of JWP,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,63,,Palmer Bus Svc Of JWP,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,64,,Rochester Medical Trnsprtn Inc,driver_market_risk,national_only_no_state_signal,S,<50,NY
A,65,,Johannes Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,IL
A,65,,Johannes Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,IL
A,66,,Byram Bus Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,66,,Byram Bus Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,67,,Palmer Bus Svc Of Maple River,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,67,,Palmer Bus Svc Of Maple River,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,68,,Palmer Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,68,,Palmer Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,69,,Trobec's School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,69,,Trobec's School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,70,,Salter's Express Co Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,CT
A,70,,Salter's Express Co Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,CT
A,71,,Winkle Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,CT
A,71,,Winkle Bus Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,CT
A,72,,R E Wilson & Sons School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,72,,R E Wilson & Sons School Bus,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,73,,B H Goodman Bus SE,driver_market_risk,national_only_no_state_signal,Y,<50,TX
A,73,,B H Goodman Bus SE,outsourcing_ev_mandate,no_state_signal,Y,<50,TX
A,74,,Johnson Bus Serivce LLC,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,74,,Johnson Bus Serivce LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,75,,Beal School Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,NM
A,75,,Beal School Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,NM
A,76,,Wyshinski Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,76,,Wyshinski Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,77,,Herrera School Buses & Coaches,driver_market_risk,national_only_no_state_signal,Y,50-250,NM
A,77,,Herrera School Buses & Coaches,outsourcing_ev_mandate,no_state_signal,Y,50-250,NM
A,78,,Valcheck Frank D Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,78,,Valcheck Frank D Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,79,,Mario's Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,80,,Dakota Bus Svc Inc,size_margin_signal,no_verified_fleet,Y,50-250,CO
A,80,,Dakota Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,CO
A,80,,Dakota Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,CO
A,81,,Ottawa Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,KS
A,81,,Ottawa Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,KS
A,82,,Cottage Hill Co,driver_market_risk,national_only_no_state_signal,Y,50-250,IL
A,82,,Cottage Hill Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,IL
A,83,,Trobecs Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,MN
A,83,,Trobecs Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,83,,Trobecs Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,84,,Teton Stage Lines School Bus,driver_market_risk,national_only_no_state_signal,Y,50-250,ID
A,84,,Teton Stage Lines School Bus,outsourcing_ev_mandate,no_state_signal,Y,50-250,ID
A,85,,Koch School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,85,,Koch School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,86,,Community Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,OH
A,86,,Community Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,OH
A,87,,BH Goodman Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,TX
A,87,,BH Goodman Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,TX
A,88,,Kennedy Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,88,,Kennedy Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,89,,Hopkins Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,RI
A,89,,Hopkins Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,RI
A,90,,Hayden Anderson Transit System,driver_market_risk,national_only_no_state_signal,S,50-250,IN
A,91,,Hartnett Transit Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,91,,Hartnett Transit Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,92,,John Leckie Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,92,,John Leckie Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,93,,Rustad School Bus Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,93,,Rustad School Bus Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,94,,Holiday Express,driver_market_risk,national_only_no_state_signal,Y,50-250,NE
A,94,,Holiday Express,outsourcing_ev_mandate,no_state_signal,Y,50-250,NE
A,95,,Whitcraft Services Inc Mntnc,driver_market_risk,national_only_no_state_signal,Y,50-250,MD
A,95,,Whitcraft Services Inc Mntnc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MD
A,96,,Island Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,AK
A,96,,Island Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,AK
A,97,,Johannes Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,IL
A,97,,Johannes Bus Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,IL
A,98,,Meghan Smyth,size_margin_signal,no_verified_fleet,Y,<50,PA
A,98,,Meghan Smyth,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,99,,Don's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,99,,Don's Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,100,,Coughlin Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,MD
A,100,,Coughlin Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MD
A,101,,Rustad Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,101,,Rustad Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,102,,W W Berry Transportation,size_margin_signal,no_verified_fleet,Y,50-250,NH
A,102,,W W Berry Transportation,driver_market_risk,national_only_no_state_signal,Y,50-250,NH
A,102,,W W Berry Transportation,outsourcing_ev_mandate,no_state_signal,Y,50-250,NH
A,103,,Ride-Rite Medi-Van Inc,size_margin_signal,no_verified_fleet,Y,50-250,MA
A,103,,Ride-Rite Medi-Van Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,MA
A,103,,Ride-Rite Medi-Van Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MA
A,104,,Hartnett Transit,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,104,,Hartnett Transit,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,105,,Travelers Transit,driver_market_risk,national_only_no_state_signal,Y,<50,RI
A,105,,Travelers Transit,outsourcing_ev_mandate,no_state_signal,Y,<50,RI
A,106,,Marshall Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,106,,Marshall Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,107,,Massini Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,107,,Massini Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,108,,Totman Enterprises Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,108,,Totman Enterprises Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,109,,Lanes Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,109,,Lanes Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,110,,Stahlke Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,110,,Stahlke Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,111,,Bud's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,111,,Bud's Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,112,,H A Marston Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NH
A,112,,H A Marston Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,NH
A,113,,Sue's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,113,,Sue's Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,114,,Kinnicutt Bus Inc,size_margin_signal,no_verified_fleet,Y,<50,NY
A,114,,Kinnicutt Bus Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,115,,Cozy Van,driver_market_risk,national_only_no_state_signal,S,<50,IA
A,115,,Cozy Van,outsourcing_ev_mandate,no_state_signal,S,<50,IA
A,116,,Lakes Medi-Van,driver_market_risk,national_only_no_state_signal,S,<50,MN
A,116,,Lakes Medi-Van,outsourcing_ev_mandate,no_state_signal,S,<50,MN
A,117,,A Para Transit Group,driver_market_risk,national_only_no_state_signal,S,50-250,CA
A,118,,Lincoln Transportation Inc,driver_market_risk,national_only_no_state_signal,S,<50,NM
A,118,,Lincoln Transportation Inc,outsourcing_ev_mandate,no_state_signal,S,<50,NM
A,119,,Middledorf Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,119,,Middledorf Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,120,,Chief School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,NE
A,120,,Chief School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,NE
A,121,,Consolidated Bus Transit,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,122,,Logan Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,123,,Mcllwain School Bus Line Inc,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,123,,Mcllwain School Bus Line Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,124,,Lincoln Coach Lines,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,125,,Fullington,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,125,,Fullington,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,126,,Independent Coach Corp,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,127,,School Transportation Sltns,size_margin_signal,no_verified_fleet,Y,50-250,AL
A,127,,School Transportation Sltns,driver_market_risk,national_only_no_state_signal,Y,50-250,AL
A,127,,School Transportation Sltns,outsourcing_ev_mandate,no_state_signal,Y,50-250,AL
A,128,,A M Bus Co,size_margin_signal,no_verified_fleet,Y,50-250,IL
A,128,,A M Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,IL
A,128,,A M Bus Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,IL
A,129,,Mcilwain School Bus Lines Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,130,,Eshelman Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,131,,Fallert School Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MO
A,132,,A J Myers & Sons Inc,driver_market_risk,national_only_no_state_signal,Y,250+,PA
A,133,,Little Richie Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,134,,Mcilwain School Bus Line,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,135,,MBG Enterprises Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,MD
A,135,,MBG Enterprises Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MD
A,136,,Albert Lea Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,136,,Albert Lea Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,137,,Guardian School Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,137,,Guardian School Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,138,,Rocky Top Tours Inc,driver_market_risk,national_only_no_state_signal,Y,<50,TN
A,138,,Rocky Top Tours Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,TN
A,139,,Fleming Transportation Corp,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,139,,Fleming Transportation Corp,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,140,,Bowens Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MD
A,140,,Bowens Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MD
A,141,,Bluff Country School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,141,,Bluff Country School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,142,,L & S Bus Svc Inc,size_margin_signal,no_verified_fleet,Y,<50,MD
A,142,,L & S Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,142,,L & S Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,143,,Eshelman School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,144,,Consolidated Bus Co,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,145,,Marysville School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,MI
A,145,,Marysville School Bus,outsourcing_ev_mandate,no_state_signal,Y,<50,MI
A,146,,Bennett & Bennett Trnsprtn,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,146,,Bennett & Bennett Trnsprtn,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,147,,Fallert Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MO
A,148,,Miller Transportation Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,IN
A,149,,Bluff Country Bus-Plainview,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,149,,Bluff Country Bus-Plainview,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,150,,Campbell Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,151,,Aksamit Trans Of Browerville,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,151,,Aksamit Trans Of Browerville,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,152,,Brooks Transportation Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,152,,Brooks Transportation Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,153,,B & B Busing-Just For Kids,driver_market_risk,national_only_no_state_signal,Y,<50,KS
A,153,,B & B Busing-Just For Kids,outsourcing_ev_mandate,no_state_signal,Y,<50,KS
A,154,,Reid School Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,154,,Reid School Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,155,,Haley Transportation,size_margin_signal,no_verified_fleet,Y,<50,MN
A,155,,Haley Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,155,,Haley Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,156,,Pollard Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,NM
A,156,,Pollard Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,NM
A,157,,A J Myers & Sons Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,250+,PA
A,158,,Lenoir's Transportation-Chrtr,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,158,,Lenoir's Transportation-Chrtr,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,159,,N County Student Trnsprtn,driver_market_risk,national_only_no_state_signal,Y,<50,CA
A,160,,School Student Transportation,driver_market_risk,national_only_no_state_signal,Y,250+,PA
A,161,,Able Bus Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,162,,Eagle Valley Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,163,,City Wide Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,MD
A,163,,City Wide Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MD
A,164,,Wills Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,164,,Wills Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,165,,Stier Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,165,,Stier Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,166,,H H Bus Svc Inc,size_margin_signal,no_verified_fleet,Y,<50,MD
A,166,,H H Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,166,,H H Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,167,,New Munich Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,167,,New Munich Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,168,,Jefferson's Bus Svc Inc,size_margin_signal,no_verified_fleet,Y,<50,MD
A,168,,Jefferson's Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,168,,Jefferson's Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,169,,Christianson Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,169,,Christianson Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,170,,Kam Enterprises,size_margin_signal,no_verified_fleet,Y,<50,MD
A,170,,Kam Enterprises,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,170,,Kam Enterprises,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,171,,Global Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,172,,Williams Brothers,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,173,,Ileana School Bus,driver_market_risk,national_only_no_state_signal,Y,50-250,FL
A,174,,Dependability Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,175,,D & J School Bus Co,size_margin_signal,no_verified_fleet,Y,<50,PA
A,175,,D & J School Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,176,,Joseph Muccio Trnsprtn LLC,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,177,,Lester C Foor School Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,178,,Dependability Co School,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,179,,E & E Jomarron School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,FL
A,180,,Henwood Busing,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,181,,Patten-Strickland Sch Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,FL
A,181,,Patten-Strickland Sch Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,182,,Patten School Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,183,,Scottie Swingle School Buses,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,184,,Fullington School Bus,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,185,,Koala Kruizers,driver_market_risk,national_only_no_state_signal,S,<50,OH
A,185,,Koala Kruizers,outsourcing_ev_mandate,no_state_signal,S,<50,OH
A,186,,Peoples Express,driver_market_risk,national_only_no_state_signal,S,<50,MN
A,186,,Peoples Express,outsourcing_ev_mandate,no_state_signal,S,<50,MN
A,187,,Franmar School Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,FL
A,187,,Franmar School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,188,,Krapf School Bus,driver_market_risk,national_only_no_state_signal,Y,250+,PA
A,189,,Ambassador Wheelchair Svc,driver_market_risk,national_only_no_state_signal,S,<50,CT
A,189,,Ambassador Wheelchair Svc,outsourcing_ev_mandate,no_state_signal,S,<50,CT
A,190,,Wheelcare Express Inc,driver_market_risk,national_only_no_state_signal,S,<50,CA
A,191,,Around The Sound Trnsprtn,size_margin_signal,no_verified_fleet,S,50-250,WA
