a_rank,slug,company,state,hq,fleet_buses,founded,composite,folder,researched,research_date,packet_path,facts_path,draft_path,reviewed,sent,notes
174,0174-dependability-co,Dependability Co,PA,"Philadelphia, PA",24,2008,91.0,6_targets/0174-dependability-co,0,,,,,0,0,
175,0175-d-j-school-bus-co,D & J School Bus Co,PA,"Sayre, PA",13,2011,91.0,6_targets/0175-d-j-school-bus-co,0,,,,,0,0,
176,0176-joseph-muccio-trnsprtn-llc,Joseph Muccio Trnsprtn LLC,PA,"Tionesta, PA",85,2007,91.0,6_targets/0176-joseph-muccio-trnsprtn-llc,0,,,,,0,0,
177,0177-lester-c-foor-school-bus-co,Lester C Foor School Bus Co,PA,"New Paris, PA",18,2010,91.0,6_targets/0177-lester-c-foor-school-bus-co,0,,,,,0,0,
178,0178-dependability-co-school,Dependability Co School,PA,"Philadelphia, PA",24,2008,91.0,6_targets/0178-dependability-co-school,0,,,,,0,0,
179,0179-e-e-jomarron-school-bus-svc,E & E Jomarron School Bus Svc,FL,"Miami, FL",65,2009,91.0,6_targets/0179-e-e-jomarron-school-bus-svc,0,,,,,0,0,
180,0180-henwood-busing,Henwood Busing,PA,"Lake Ariel, PA",19,2011,91.0,6_targets/0180-henwood-busing,0,,,,,0,0,
181,0181-patten-strickland-sch-bus-svc,Patten-Strickland Sch Bus Svc,FL,"Jacksonville, FL",8,1972,90.2,6_targets/0181-patten-strickland-sch-bus-svc,0,,,,,0,0,
182,0182-patten-school-bus-svc-inc,Patten School Bus Svc Inc,FL,"Jacksonville, FL",8,1972,90.2,6_targets/0182-patten-school-bus-svc-inc,0,,,,,0,0,
183,0183-scottie-swingle-school-buses,Scottie Swingle School Buses,PA,"Lake Ariel, PA",7,1983,90.2,6_targets/0183-scottie-swingle-school-buses,0,,,,,0,0,
184,0184-fullington-school-bus,Fullington School Bus,PA,"Clearfield, PA",243,1908,90.0,6_targets/0184-fullington-school-bus,0,,,,,0,0,
185,0185-koala-kruizers,Koala Kruizers,OH,"North Canton, OH",22,1994,90.0,6_targets/0185-koala-kruizers,0,,,,,0,0,
186,0186-peoples-express,Peoples Express,MN,"Wadena, MN",32,1991,90.0,6_targets/0186-peoples-express,0,,,,,0,0,
187,0187-franmar-school-bus-svc,Franmar School Bus Svc,FL,"Cutler Bay, FL",47,1973,90.0,6_targets/0187-franmar-school-bus-svc,0,,,,,0,0,
188,0188-krapf-school-bus,Krapf School Bus,PA,"Red Lion, PA",325,1942,90.0,6_targets/0188-krapf-school-bus,0,,,,,0,0,
189,0189-ambassador-wheelchair-svc,Ambassador Wheelchair Svc,CT,"Rocky Hill, CT",42,1991,90.0,6_targets/0189-ambassador-wheelchair-svc,0,,,,,0,0,
190,0190-wheelcare-express-inc,Wheelcare Express Inc,CA,"Santa Rosa, CA",22,1987,90.0,6_targets/0190-wheelcare-express-inc,0,,,,,0,0,
191,0191-around-the-sound-trnsprtn,Around The Sound Trnsprtn,WA,"Gig Harbor, WA",60,1994,90.0,6_targets/0191-around-the-sound-trnsprtn,0,,,,,0,0,
192,0192-oneness-mobility-svc-llc,Oneness Mobility Svc LLC,MD,"District Heights, MD",34,2000,90.0,6_targets/0192-oneness-mobility-svc-llc,0,,,,,0,0,
193,0193-pegasus-transport-svc-inc,Pegasus Transport Svc Inc,NJ,"Secaucus, NJ",19,1994,90.0,6_targets/0193-pegasus-transport-svc-inc,0,,,,,0,0,
194,0194-r-d-transportation,R & D Transportation,MN,"Coon Rapids, MN",31,1998,90.0,6_targets/0194-r-d-transportation,0,,,,,0,0,
195,0195-quality-transport,Quality Transport,NC,"Salisbury, NC",12,1993,90.0,6_targets/0195-quality-transport,0,,,,,0,0,
196,0196-limousines-of-macedonia-inc,Limousines Of Macedonia Inc,OH,"Macedonia, OH",13,1995,90.0,6_targets/0196-limousines-of-macedonia-inc,0,,,,,0,0,
197,0197-massive-transportation-inc,Massive Transportation Inc,NY,"Mount Vernon, NY",31,2010,89.5,6_targets/0197-massive-transportation-inc,0,,,,,0,0,
198,0198-comfort-care-transport,Comfort Care Transport,GA,"Cartersville, GA",14,2005,89.5,6_targets/0198-comfort-care-transport,0,,,,,0,0,
199,0199-a-plus-meditrans,A Plus Meditrans,NY,"Colonie, NY",76,2007,89.5,6_targets/0199-a-plus-meditrans,0,,,,,0,0,
200,0200-corporate-cab-inc,Corporate Cab Inc,FL,"Naples, FL",23,2003,89.5,6_targets/0200-corporate-cab-inc,0,,,,,0,0,
201,0201-king-s-transit,King's Transit,PA,"Waynesburg, PA",23,1998,88.5,6_targets/0201-king-s-transit,0,,,,,0,0,
202,0202-attica-bus-svc-inc,Attica Bus Svc Inc,NY,"Attica, NY",25,1990,88.5,6_targets/0202-attica-bus-svc-inc,0,,,,,0,0,
203,0203-southwest-bus-svc-inc,Southwest Bus Svc Inc,WI,"La Crosse, WI",88,1982,88.5,6_targets/0203-southwest-bus-svc-inc,0,,,,,0,0,
204,0204-beach-transportation,Beach Transportation,MT,"Missoula, MT",90,1940,88.5,6_targets/0204-beach-transportation,0,,,,,0,0,
205,0205-brandywine-transportation-inc,Brandywine Transportation Inc,PA,"Mertztown, PA",20,1993,88.5,6_targets/0205-brandywine-transportation-inc,0,,,,,0,0,
206,0206-menomonie-transportation-inc,Menomonie Transportation Inc,WI,"Menomonie, WI",53,1946,88.5,6_targets/0206-menomonie-transportation-inc,0,,,,,0,0,
207,0207-swift-river-bus-co,Swift River Bus Co,MA,"Orange, MA",39,1975,88.5,6_targets/0207-swift-river-bus-co,0,,,,,0,0,
208,0208-monark-student-trnsprtn-corp,Monark Student Trnsprtn Corp,PA,"Grove City, PA",260,1992,88.5,6_targets/0208-monark-student-trnsprtn-corp,0,,,,,0,0,
209,0209-krapf-group-sch-bus-trnsprtn,Krapf Group-Sch Bus & Trnsprtn,DE,"Wilmington, DE",120,1942,88.5,6_targets/0209-krapf-group-sch-bus-trnsprtn,0,,,,,0,0,
210,0210-dudoits-bus-svc-inc,Dudoits Bus Svc Inc,HI,"Kaunakakai, HI",10,1964,88.5,6_targets/0210-dudoits-bus-svc-inc,0,,,,,0,0,
211,0211-bowen-s-bus-svc-inc,Bowen's Bus Svc Inc,WI,"Mc Naughton, WI",47,1957,88.5,6_targets/0211-bowen-s-bus-svc-inc,0,,,,,0,0,
212,0212-fischer-transportation-inc,Fischer Transportation Inc,WI,"Edgar, WI",38,1940,88.5,6_targets/0212-fischer-transportation-inc,0,,,,,0,0,
213,0213-safe-way-bus-co,Safe-Way Bus Co,WI,"Somerset, WI",38,1970,88.5,6_targets/0213-safe-way-bus-co,0,,,,,0,0,
214,0214-all-american-school-bus-co,All American School Bus Co,NY,"Staten Island, NY",45,1991,88.5,6_targets/0214-all-american-school-bus-co,0,,,,,0,0,
215,0215-valley-bus,Valley Bus,ND,"Fargo, ND",13,1985,88.5,6_targets/0215-valley-bus,0,,,,,0,0,
216,0216-pape-school-bus-inc,Pape School Bus Inc,WI,"Independence, WI",74,1936,88.5,6_targets/0216-pape-school-bus-inc,0,,,,,0,0,
217,0217-prigge-s-school-buses-bus-info,Prigge's School Buses Bus Info,WI,"Sheboygan, WI",44,1949,88.5,6_targets/0217-prigge-s-school-buses-bus-info,0,,,,,0,0,
218,0218-monark-student-trnsprtn-hq,Monark Student Trnsprtn Hq,PA,"Valencia, PA",260,2000,88.5,6_targets/0218-monark-student-trnsprtn-hq,0,,,,,0,0,
219,0219-nelson-s-bus-svc,Nelson's Bus Svc,WI,"Stoughton, WI",80,1940,88.5,6_targets/0219-nelson-s-bus-svc,0,,,,,0,0,
220,0220-sutton-bus-truck-co-inc,Sutton Bus & Truck Co Inc,DE,"Wilmington, DE",69,1952,88.5,6_targets/0220-sutton-bus-truck-co-inc,0,,,,,0,0,
221,0221-bo-mar-transportation-inc,Bo-Mar Transportation Inc,ME,"Topsham, ME",17,1983,88.5,6_targets/0221-bo-mar-transportation-inc,0,,,,,0,0,
222,0222-foreman-charters-tours,Foreman Charters & Tours,SD,"Miller, SD",11,1969,88.5,6_targets/0222-foreman-charters-tours,0,,,,,0,0,
223,0223-russ-stratton-buses,Russ Stratton Buses,WI,"Cassville, WI",26,1970,88.5,6_targets/0223-russ-stratton-buses,0,,,,,0,0,
224,0224-burnett-transit,Burnett Transit,WI,"Dorchester, WI",32,1954,88.5,6_targets/0224-burnett-transit,0,,,,,0,0,
225,0225-warco-inc,Warco Inc,WI,"Bloomington, WI",65,1957,88.5,6_targets/0225-warco-inc,0,,,,,0,0,
226,0226-thomas-buses-inc,Thomas Buses Inc,NY,"Brooklyn, NY",45,1993,88.5,6_targets/0226-thomas-buses-inc,0,,,,,0,0,
227,0227-william-w-mercer-inc,William W Mercer Inc,PA,"Corry, PA",37,2000,88.5,6_targets/0227-william-w-mercer-inc,0,,,,,0,0,
228,0228-chambers-school-bus,Chambers School Bus,PA,,46,1987,88.5,6_targets/0228-chambers-school-bus,0,,,,,0,0,
229,0229-mid-wisconsin-buses-inc,Mid Wisconsin Buses Inc,WI,"Antigo, WI",34,1974,88.5,6_targets/0229-mid-wisconsin-buses-inc,0,,,,,0,0,
230,0230-otte-school-buses,Otte School Buses,WI,"Cedar Grove, WI",28,1968,88.5,6_targets/0230-otte-school-buses,0,,,,,0,0,
231,0231-de-fea-transportation,De Fea Transportation,SD,"Milbank, SD",15,1964,88.5,6_targets/0231-de-fea-transportation,0,,,,,0,0,
232,0232-dee-bus-svc-inc,Dee Bus Svc Inc,MA,"Pepperell, MA",370,1946,88.0,6_targets/0232-dee-bus-svc-inc,0,,,,,0,0,
233,0233-charlies-school-bus,Charlies School Bus,FL,"Hialeah Gardens, FL",5,1999,87.2,6_targets/0233-charlies-school-bus,0,,,,,0,0,
234,0234-j-m-vera-school-bus-svc-inc,J & M Vera School Bus Svc Inc,FL,"Hialeah, FL",8,2001,87.2,6_targets/0234-j-m-vera-school-bus-svc-inc,0,,,,,0,0,
235,0235-beckwith-buses,Beckwith Buses,PA,"Port Matilda, PA",9,1998,87.2,6_targets/0235-beckwith-buses,0,,,,,0,0,
236,0236-jubb-s-bus-svc,Jubb's Bus Svc,MD,"Glen Burnie, MD",58,1919,87.0,6_targets/0236-jubb-s-bus-svc,0,,,,,0,0,
237,0237-d-w-clark-son,D W Clark & Son,NJ,"Franklin, NJ",21,1968,87.0,6_targets/0237-d-w-clark-son,0,,,,,0,0,
238,0238-vocell-bus-co,Vocell Bus Co,MA,"Malden, MA",26,1909,87.0,6_targets/0238-vocell-bus-co,0,,,,,0,0,
239,0239-h-l-bloom,H & L Bloom,MA,"Attleboro, MA",353,1945,87.0,6_targets/0239-h-l-bloom,0,,,,,0,0,
240,0240-lucini-bus-lines,Lucini Bus Lines,MA,"Bridgewater, MA",273,1959,87.0,6_targets/0240-lucini-bus-lines,0,,,,,0,0,
241,0241-b-r-williams-inc,B R Williams Inc,NJ,"Penns Grove, NJ",179,1934,87.0,6_targets/0241-b-r-williams-inc,0,,,,,0,0,
242,0242-gst-transport,GST Transport,NJ,"Freehold, NJ",250,1968,87.0,6_targets/0242-gst-transport,0,,,,,0,0,
243,0243-b-f-skilled-inc,B & F Skilled Inc,NY,"Brooklyn, NY",53,1990,87.0,6_targets/0243-b-f-skilled-inc,0,,,,,0,0,
244,0244-braga-transportation-cozy-bus,Braga Transportation Cozy Bus,MA,"Fall River, MA",11,1986,87.0,6_targets/0244-braga-transportation-cozy-bus,0,,,,,0,0,
245,0245-dufour-tours,Dufour Tours,MA,"Hinsdale, MA",169,1963,87.0,6_targets/0245-dufour-tours,0,,,,,0,0,
246,0246-claxton-bus-lines-inc,Claxton Bus Lines Inc,TN,"Powell, TN",12,1984,87.0,6_targets/0246-claxton-bus-lines-inc,0,,,,,0,0,
247,0247-visser-bus-svc,Visser Bus Svc,CA,"Rancho Cucamonga, CA",155,1980,87.0,6_targets/0247-visser-bus-svc,0,,,,,0,0,
248,0248-grisim-school-bus,Grisim School Bus,MN,"Stewartville, MN",30,1984,87.0,6_targets/0248-grisim-school-bus,0,,,,,0,0,
249,0249-brad-kim-dalrymple-inc,Brad & Kim Dalrymple Inc,NJ,"Phillipsburg, NJ",26,1986,87.0,6_targets/0249-brad-kim-dalrymple-inc,0,,,,,0,0,
250,0250-caldwell-transportation-co-inc,Caldwell Transportation Co Inc,ID,"Mountain Home, ID",168,1947,87.0,6_targets/0250-caldwell-transportation-co-inc,0,,,,,0,0,
251,0251-amaral-bus-co-inc,Amaral Bus Co Inc,MA,"New Bedford, MA",175,1976,87.0,6_targets/0251-amaral-bus-co-inc,0,,,,,0,0,
252,0252-dufour-escorted-tours-inc,Dufour Escorted Tours Inc,MA,"Franklin Park, IL",169,1963,87.0,6_targets/0252-dufour-escorted-tours-inc,0,,,,,0,0,
253,0253-osseo-brooklyn-school-bus-co,Osseo Brooklyn School Bus Co,MN,"Brooklyn Center, MN",102,1963,87.0,6_targets/0253-osseo-brooklyn-school-bus-co,0,,,,,0,0,
254,0254-mcgough-bus-co-inc,Mcgough Bus Co Inc,NJ,"Glassboro, NJ",68,1977,87.0,6_targets/0254-mcgough-bus-co-inc,0,,,,,0,0,
255,0255-dee-bus,Dee Bus,MA,"Littleton, MA",370,1946,87.0,6_targets/0255-dee-bus,0,,,,,0,0,
256,0256-harlows-school-bus-svc-inc-mt,Harlows School Bus Svc Inc-Mt,ID,"Garden Valley, ID",178,1973,87.0,6_targets/0256-harlows-school-bus-svc-inc-mt,0,,,,,0,0,
257,0257-kerry-bus-svc,Kerry Bus Svc,NJ,"Vineland, NJ",25,1980,87.0,6_targets/0257-kerry-bus-svc,0,,,,,0,0,
258,0258-schuck-school-bus-svc-llc,Schuck School Bus Svc LLC,MN,"Moorhead, MN",10,1955,87.0,6_targets/0258-schuck-school-bus-svc-llc,0,,,,,0,0,
259,0259-vocell-bus-co-bus-co,Vocell Bus Co Bus Co,MA,"Medford, MA",26,1910,87.0,6_targets/0259-vocell-bus-co-bus-co,0,,,,,0,0,
260,0260-school-transportation-solution,School Transportation Solution,AL,"Birmingham, AL",81,1996,87.0,6_targets/0260-school-transportation-solution,0,,,,,0,0,
261,0261-storer-school-buses,Storer School Buses,CA,"Modesto, CA",232,1952,87.0,6_targets/0261-storer-school-buses,0,,,,,0,0,
262,0262-bus-r-us-trans,Bus R Us Trans,NY,"Brooklyn, NY",28,2015,87.0,6_targets/0262-bus-r-us-trans,0,,,,,0,0,
263,0263-maranata-school-bus-svc-corp,Maranata School Bus Svc Corp,CA,"Eva, AL",50,1992,87.0,6_targets/0263-maranata-school-bus-svc-corp,0,,,,,0,0,
264,0264-lucini-bus-co,Lucini Bus Co,MA,"Forestdale, MA",273,1959,87.0,6_targets/0264-lucini-bus-co,0,,,,,0,0,
265,0265-canby-bus-svc-inc,Canby Bus Svc Inc,MN,"Tyler, MN",65,2001,87.0,6_targets/0265-canby-bus-svc-inc,0,,,,,0,0,
266,0266-lisdie-montano-sch-trnsprtn,Lisdie Montano Sch Trnsprtn,FL,"Lehigh Acres, FL",33,2014,87.0,6_targets/0266-lisdie-montano-sch-trnsprtn,0,,,,,0,0,
267,0267-rinaldi-school-bus-trnsprtn,Rinaldi School Bus Trnsprtn,NJ,"Closter, NJ",37,1962,87.0,6_targets/0267-rinaldi-school-bus-trnsprtn,0,,,,,0,0,
268,0268-breza-bus-svc-inc,Breza Bus Svc Inc,NJ,"Rahway, NJ",31,1956,87.0,6_targets/0268-breza-bus-svc-inc,0,,,,,0,0,
269,0269-coombs-bus-truck-svc,Coombs Bus & Truck Svc,MD,"Leonardtown, MD",23,1980,87.0,6_targets/0269-coombs-bus-truck-svc,0,,,,,0,0,
270,0270-robertson-s-transit-inc,Robertson's Transit Inc,NH,"Campton, NH",50,1970,87.0,6_targets/0270-robertson-s-transit-inc,0,,,,,0,0,
271,0271-cozy-bus-co,Cozy Bus Co,MA,,11,1986,87.0,6_targets/0271-cozy-bus-co,0,,,,,0,0,
272,0272-nichols-bus-svc-inc,Nichols Bus Svc Inc,CT,"Portland, CT",108,1944,87.0,6_targets/0272-nichols-bus-svc-inc,0,,,,,0,0,
273,0273-w-v-w-transport-inc,W V W Transport Inc,PA,"Plymouth, PA",44,2014,87.0,6_targets/0273-w-v-w-transport-inc,0,,,,,0,0,
274,0274-miller-bus-svc,Miller Bus Svc,IL,"Arthur, IL",13,1977,87.0,6_targets/0274-miller-bus-svc,0,,,,,0,0,
275,0275-downs-downs-tng-llc,Downs & Downs Tng LLC,MD,"Chesapeake Beach, MD",16,1965,87.0,6_targets/0275-downs-downs-tng-llc,0,,,,,0,0,
276,0276-malliette-bus-co-inc,Malliette Bus Co Inc,WI,"Antigo, WI",25,1971,87.0,6_targets/0276-malliette-bus-co-inc,0,,,,,0,0,
277,0277-rinehimer-bus-lines-inc,Rinehimer Bus Lines Inc,PA,"Wapwallopen, PA",47,2012,87.0,6_targets/0277-rinehimer-bus-lines-inc,0,,,,,0,0,
278,0278-monarch-bus-svc,Monarch Bus Svc,MN,"Minneapolis, MN",138,2003,86.5,6_targets/0278-monarch-bus-svc,0,,,,,0,0,
279,0279-schmitz-bus-line,Schmitz Bus Line,MN,"Caledonia, MN",38,2002,86.5,6_targets/0279-schmitz-bus-line,0,,,,,0,0,
280,0280-linkdrive-express,Linkdrive Express,MN,"Saint Paul, MN",45,2010,86.5,6_targets/0280-linkdrive-express,0,,,,,0,0,
281,0281-palmer-bus-svc-of-lakeview-inc,Palmer Bus Svc Of Lakeview Inc,MN,"Cottonwood, MN",19,2006,86.5,6_targets/0281-palmer-bus-svc-of-lakeview-inc,0,,,,,0,0,
282,0282-wide-area-trnsprtn-svc-inc,Wide Area Trnsprtn SVC Inc,MN,"Inver Grove Heights, MN",12,2010,86.5,6_targets/0282-wide-area-trnsprtn-svc-inc,0,,,,,0,0,
283,0283-sts-school-bus-svc,STS School Bus Svc,TX,"Mckinney, TX",,1997,86.5,6_targets/0283-sts-school-bus-svc,0,,,,,0,0,
284,0284-stockton-school-transportation,Stockton School Transportation,CA,"Stockton, CA",101,2002,86.5,6_targets/0284-stockton-school-transportation,0,,,,,0,0,
285,0285-service-bus-tours,Service Bus Tours,NY,"Yonkers, NY",,1937,86.5,6_targets/0285-service-bus-tours,0,,,,,0,0,
286,0286-kelly-s-transit,Kelly's Transit,PA,"Dover, PA",,1977,86.5,6_targets/0286-kelly-s-transit,0,,,,,0,0,
287,0287-jennings-transportation,Jennings Transportation,PA,"Nazareth, PA",,1973,86.5,6_targets/0287-jennings-transportation,0,,,,,0,0,
288,0288-ac-school-svc-inc,AC School Svc Inc,PA,"Conneaut Lake, PA",,1937,86.5,6_targets/0288-ac-school-svc-inc,0,,,,,0,0,
289,0289-schwartz-bus-svc-inc,Schwartz Bus Svc Inc,MO,"Jonesburg, MO",,1982,86.5,6_targets/0289-schwartz-bus-svc-inc,0,,,,,0,0,
290,0290-schwartz-school-bus-svc,Schwartz School Bus Svc,MO,"Jonesburg, MO",,1982,86.5,6_targets/0290-schwartz-school-bus-svc,0,,,,,0,0,
291,0291-northland-transportation,Northland Transportation,NY,"Schenectady, NY",,1986,86.5,6_targets/0291-northland-transportation,0,,,,,0,0,
292,0292-jake-g-schneider-bus-contr-llc,Jake G Schneider Bus Contr LLC,PA,"Burgettstown, PA",,1975,86.5,6_targets/0292-jake-g-schneider-bus-contr-llc,0,,,,,0,0,
293,0293-r-a-school-bus-co-inc,R & A School Bus Co Inc,PA,"Karthaus, PA",,1979,86.5,6_targets/0293-r-a-school-bus-co-inc,0,,,,,0,0,
294,0294-impiccini-brothers-school-bus,Impiccini Brothers School Bus,PA,"Brownsville, PA",,1969,86.5,6_targets/0294-impiccini-brothers-school-bus,0,,,,,0,0,
295,0295-mc-means-bus-co-inc,Mc Means Bus Co Inc,PA,"Dayton, PA",,1980,86.5,6_targets/0295-mc-means-bus-co-inc,0,,,,,0,0,
296,0296-spiker-bus-lines-inc,Spiker Bus Lines Inc,PA,"Gibbon Glade, PA",,1973,86.5,6_targets/0296-spiker-bus-lines-inc,0,,,,,0,0,
297,0297-impiccini-school-buses,Impiccini School Buses,PA,"Brownsville, PA",,1969,86.5,6_targets/0297-impiccini-school-buses,0,,,,,0,0,
298,0298-b-w-bus-svc-inc,B & W Bus Svc Inc,PA,"Bellefonte, PA",,2011,86.0,6_targets/0298-b-w-bus-svc-inc,0,,,,,0,0,
299,0299-bus-usa,Bus USA,FL,"Kissimmee, FL",8,2001,85.8,6_targets/0299-bus-usa,0,,,,,0,0,
300,0300-pm-bus-inc,PM Bus Inc,PA,"Guys Mills, PA",6,1975,85.8,6_targets/0300-pm-bus-inc,0,,,,,0,0,
301,0301-student-transit-eau-claire-inc,Student Transit Eau Claire Inc,WI,"Eau Claire, WI",122,1939,85.8,6_targets/0301-student-transit-eau-claire-inc,0,,,,,0,0,
302,0302-pinks-bus-svc,Pinks Bus Svc,IL,"Geneseo, IL",9,1946,85.8,6_targets/0302-pinks-bus-svc,0,,,,,0,0,
303,0303-lepley-bus-svc-inc,Lepley Bus Svc Inc,PA,"Cooperstown, PA",,1954,85.8,6_targets/0303-lepley-bus-svc-inc,0,,,,,0,0,
304,0304-northstar-bus-lines-llc,Northstar Bus Lines LLC,MN,"Maple Grove, MN",205,1962,85.5,6_targets/0304-northstar-bus-lines-llc,0,,,,,0,0,
305,0305-safeway-transportation,Safeway Transportation,MI,"Hamtramck, MI",51,1975,85.5,6_targets/0305-safeway-transportation,0,,,,,0,0,
306,0306-tucker-transportation,Tucker Transportation,MT,"Butte, MT",15,1995,85.5,6_targets/0306-tucker-transportation,0,,,,,0,0,
307,0307-majestic-bus-svc,Majestic Bus Svc,MT,"Florence, MT",49,1987,85.5,6_targets/0307-majestic-bus-svc,0,,,,,0,0,
308,0308-tlcm-llc,TLCM LLC,NY,"Holtsville, NY",79,2012,85.5,6_targets/0308-tlcm-llc,0,,,,,0,0,
309,0309-tomahawk-bus-svc-inc,Tomahawk Bus Svc Inc,WI,"Rice Lake, WI",22,1991,85.5,6_targets/0309-tomahawk-bus-svc-inc,0,,,,,0,0,
310,0310-pitts-bus-svc-inc,Pitts Bus Svc Inc,WI,"Crandon, WI",13,1999,85.5,6_targets/0310-pitts-bus-svc-inc,0,,,,,0,0,
311,0311-branstiter-bus-svc,Branstiter Bus Svc,WI,"Greenwood, WI",29,1990,85.5,6_targets/0311-branstiter-bus-svc,0,,,,,0,0,
312,0312-chambers-bus-svc,Chambers Bus Svc,DE,"Felton, DE",16,1992,85.5,6_targets/0312-chambers-bus-svc,0,,,,,0,0,
313,0313-rosemeyer-school-bus-svc,Rosemeyer School Bus Svc,WI,"Thorp, WI",11,1991,85.5,6_targets/0313-rosemeyer-school-bus-svc,0,,,,,0,0,
314,0314-suffolk-transportation-systs,Suffolk Transportation Systs,NY,"Bay Shore, NY",1902,1921,85.2,6_targets/0314-suffolk-transportation-systs,0,,,,,0,0,
315,0315-rohrer-bus-svc,Rohrer Bus Svc,PA,"Boiling Springs, PA",1058,1920,85.2,6_targets/0315-rohrer-bus-svc,0,,,,,0,0,
316,0316-w-l-roenigk-inc,W L Roenigk Inc,PA,"New Kensington, PA",593,1945,85.2,6_targets/0316-w-l-roenigk-inc,0,,,,,0,0,
317,0317-educational-bus-transportation,Educational Bus Transportation,NY,"Copiague, NY",861,1955,85.2,6_targets/0317-educational-bus-transportation,0,,,,,0,0,
318,0318-krapf-school-bus,Krapf School Bus,PA,,1077,1939,85.2,6_targets/0318-krapf-school-bus,0,,,,,0,0,
319,0319-jofaz-transportation,Jofaz Transportation,NY,"Brooklyn, NY",485,1977,85.2,6_targets/0319-jofaz-transportation,0,,,,,0,0,
320,0320-rohrer-business-svc,Rohrer Business Svc,PA,"Duncannon, PA",1058,1920,85.2,6_targets/0320-rohrer-business-svc,0,,,,,0,0,
321,0321-pegasus-transit,Pegasus Transit,CA,"Oxnard, CA",67,2004,85.0,6_targets/0321-pegasus-transit,0,,,,,0,0,
322,0322-transport-care-svc-llc,Transport Care Svc LLC,SC,"Columbia, SC",50,2009,85.0,6_targets/0322-transport-care-svc-llc,0,,,,,0,0,
323,0323-rochester-handi-van,Rochester Handi Van,MN,"Rochester, MN",31,2004,85.0,6_targets/0323-rochester-handi-van,0,,,,,0,0,
324,0324-arcediano-inc,Arcediano Inc,TX,"Austin, TX",17,2004,85.0,6_targets/0324-arcediano-inc,0,,,,,0,0,
325,0325-mc-gough-bus-co-inc,Mc Gough Bus Co Inc,NJ,,,1977,85.0,6_targets/0325-mc-gough-bus-co-inc,0,,,,,0,0,
326,0326-mobility-plus-transportation,Mobility Plus Transportation,CA,"Concord, CA",79,2007,85.0,6_targets/0326-mobility-plus-transportation,0,,,,,0,0,
327,0327-med-tran-inc,Med Tran Inc,MN,"Bloomington, MN",35,2007,85.0,6_targets/0327-med-tran-inc,0,,,,,0,0,
328,0328-sfax-limousine-svc-llc,Sfax Limousine Svc LLC,MS,"Southaven, MS",14,2002,85.0,6_targets/0328-sfax-limousine-svc-llc,0,,,,,0,0,
329,0329-american-alternative-trnsprtn,American Alternative Trnsprtn,NC,,14,2009,85.0,6_targets/0329-american-alternative-trnsprtn,0,,,,,0,0,
330,0330-schu-tran-llc,Schu Tran LLC,MN,,35,2006,85.0,6_targets/0330-schu-tran-llc,0,,,,,0,0,
331,0331-handi-van-inc,Handi Van Inc,FL,"Miami, FL",,1982,85.0,6_targets/0331-handi-van-inc,0,,,,,0,0,
332,0332-wheelchair-transport-svc,Wheelchair Transport Svc,FL,"Clearwater, FL",,1972,85.0,6_targets/0332-wheelchair-transport-svc,0,,,,,0,0,
333,0333-empire-medi-van,Empire Medi-Van,NY,"Cohoes, NY",,1955,85.0,6_targets/0333-empire-medi-van,0,,,,,0,0,
334,0334-yellow-bird-co-inc,Yellow Bird Co Inc,PA,"Philadelphia, PA",2,1980,84.0,6_targets/0334-yellow-bird-co-inc,0,,,,,0,0,
335,0335-twincity-transportation,Twincity Transportation,MN,"Mendota Heights, MN",152,1988,84.0,6_targets/0335-twincity-transportation,0,,,,,0,0,
336,0336-baumann-sons-buses-school,Baumann & Sons Buses School,NY,"East Northport, NY",192,1940,84.0,6_targets/0336-baumann-sons-buses-school,0,,,,,0,0,
337,0337-jfk-transportation,JFK Transportation,CA,"Santa Ana, CA",195,1992,84.0,6_targets/0337-jfk-transportation,0,,,,,0,0,
338,0338-medride-corp,Medride Corp,OK,"Oklahoma City, OK",61,2000,84.0,6_targets/0338-medride-corp,0,,,,,0,0,
339,0339-barker-inc,Barker Inc,PA,"Dayton, PA",2,1963,84.0,6_targets/0339-barker-inc,0,,,,,0,0,
340,0340-robinson-transport-inc,Robinson Transport Inc,IL,"Metropolis, IL",310,2000,84.0,6_targets/0340-robinson-transport-inc,0,,,,,0,0,
341,0341-andersonville-bus-lines,Andersonville Bus Lines,TN,"Andersonville, TN",12,1990,84.0,6_targets/0341-andersonville-bus-lines,0,,,,,0,0,
342,0342-phase-ii-care-transport,Phase II Care Transport,WI,"Milwaukee, WI",22,1999,84.0,6_targets/0342-phase-ii-care-transport,0,,,,,0,0,
343,0343-salden-school-bus-svc,Salden School Bus Svc,MN,"Chaska, MN",73,1999,84.0,6_targets/0343-salden-school-bus-svc,0,,,,,0,0,
344,0344-curtis-bus-svc,Curtis Bus Svc,TN,"Vonore, TN",10,1998,84.0,6_targets/0344-curtis-bus-svc,0,,,,,0,0,
345,0345-s-c-collins-bus-co-inc,S & C Collins Bus Co Inc,RI,"North Scituate, RI",22,1991,84.0,6_targets/0345-s-c-collins-bus-co-inc,0,,,,,0,0,
346,0346-first-class-limosne-trnsp-svc,First Class Limosne TRNSP Svc,OK,"Broken Arrow, OK",11,1994,84.0,6_targets/0346-first-class-limosne-trnsp-svc,0,,,,,0,0,
