a_rank,slug,company,state,hq,fleet_buses,founded,composite,folder,researched,research_date,packet_path,facts_path,draft_path,reviewed,sent,notes
1051,1051-h-m-enterprise-ltd,H & M Enterprise LTD,NC,"Winston Salem, NC",,2013,61.0,6_targets/1051-h-m-enterprise-ltd,0,,,,,0,0,
1052,1052-montco-union-taxi,Montco Union Taxi,MD,"Rockville, MD",,2015,61.0,6_targets/1052-montco-union-taxi,0,,,,,0,0,
1053,1053-kinzy-limousine,Kinzy Limousine,CA,"Belmont, CA",,2017,61.0,6_targets/1053-kinzy-limousine,0,,,,,0,0,
1054,1054-tropicare-transportation,Tropicare Transportation,ID,"Nampa, ID",,2016,61.0,6_targets/1054-tropicare-transportation,0,,,,,0,0,
1055,1055-care-ful-wheels-transportation,Care-Ful Wheels Transportation,CO,,,2012,61.0,6_targets/1055-care-ful-wheels-transportation,0,,,,,0,0,
1056,1056-lia-s-school-bus-svc-llc,Lia's School Bus SVC LLC,TX,"Houston, TX",,2026,61.0,6_targets/1056-lia-s-school-bus-svc-llc,0,,,,,0,0,
1057,1057-carecar-llc,Carecar LLC,MI,"Holly, MI",,2015,61.0,6_targets/1057-carecar-llc,0,,,,,0,0,
1058,1058-richardson-taxi-cab-plus,Richardson Taxi Cab Plus,TX,"Richardson, TX",,2017,61.0,6_targets/1058-richardson-taxi-cab-plus,0,,,,,0,0,
1059,1059-care2-transportation-svc-llc,Care2 Transportation Svc LLC,VA,"Chesapeake, VA",,2018,61.0,6_targets/1059-care2-transportation-svc-llc,0,,,,,0,0,
1060,1060-jc-limousine,JC Limousine,NJ,"Northvale, NJ",,2015,61.0,6_targets/1060-jc-limousine,0,,,,,0,0,
1061,1061-m-k-wheelchair-transport,M & K Wheelchair Transport,CA,"Costa Mesa, CA",,2015,61.0,6_targets/1061-m-k-wheelchair-transport,0,,,,,0,0,
1062,1062-green-forhire-wheelchair-svc,Green Forhire & Wheelchair Svc,WA,"Kent, WA",,2016,61.0,6_targets/1062-green-forhire-wheelchair-svc,0,,,,,0,0,
1063,1063-haven-transportation,Haven Transportation,OH,"Cleveland, OH",,2012,61.0,6_targets/1063-haven-transportation,0,,,,,0,0,
1064,1064-buna-transportation-svc-llc,Buna Transportation Svc LLC,VA,"Chesterfield, VA",,2018,61.0,6_targets/1064-buna-transportation-svc-llc,0,,,,,0,0,
1065,1065-incare-transpor,Incare Transpor,TN,"Knoxville, TN",,2012,61.0,6_targets/1065-incare-transpor,0,,,,,0,0,
1066,1066-upscale-limousine-svc,Upscale Limousine Svc,TX,"Lancaster, TX",,2013,61.0,6_targets/1066-upscale-limousine-svc,0,,,,,0,0,
1067,1067-5-cs-limousine-svc,5 CS Limousine Svc,TX,"Buda, TX",,2014,61.0,6_targets/1067-5-cs-limousine-svc,0,,,,,0,0,
1068,1068-all-exclusive-limo-svc,All Exclusive Limo Svc,NJ,"Paterson, NJ",,2016,61.0,6_targets/1068-all-exclusive-limo-svc,0,,,,,0,0,
1069,1069-ambassador-limosne-sedan-svc,Ambassador Limosne & Sedan Svc,NC,"Lewisville, NC",,2012,61.0,6_targets/1069-ambassador-limosne-sedan-svc,0,,,,,0,0,
1070,1070-champaign-limousine,Champaign Limousine,CA,"Bella Vista, CA",,2017,61.0,6_targets/1070-champaign-limousine,0,,,,,0,0,
1071,1071-gobrogge-limousine-svc,Gobrogge Limousine Svc,OH,"Green, OH",,2012,61.0,6_targets/1071-gobrogge-limousine-svc,0,,,,,0,0,
1072,1072-rome-charters-llc,Rome Charters LLC,DC,"Washington, DC",8,2014,60.2,6_targets/1072-rome-charters-llc,0,,,,,0,0,
1073,1073-safe-wheels-llc,Safe Wheels LLC,NH,"Bedford, NH",2,2016,60.0,6_targets/1073-safe-wheels-llc,0,,,,,0,0,
1074,1074-all-american-bus-co-inc,All American Bus Co Inc,NJ,"Hawthorne, NJ",1,2017,60.0,6_targets/1074-all-american-bus-co-inc,0,,,,,0,0,
1075,1075-medi-cab,Medi-Cab,IN,"Columbus, IN",1,2020,60.0,6_targets/1075-medi-cab,0,,,,,0,0,
1076,1076-major-transportation,Major Transportation,MD,"Cambridge, MD",,2022,59.5,6_targets/1076-major-transportation,0,,,,,0,0,
1077,1077-lottery-school-transportation,Lottery School Transportation,NC,"Gastonia, NC",,2025,59.5,6_targets/1077-lottery-school-transportation,0,,,,,0,0,
1078,1078-pine-creek-transportation-svc,Pine Creek Transportation Svc,WI,"Taylor, WI",,2002,59.0,6_targets/1078-pine-creek-transportation-svc,0,,,,,0,0,
1079,1079-premium-limousine,Premium Limousine,MN,"Esko, MN",,2008,59.0,6_targets/1079-premium-limousine,0,,,,,0,0,
1080,1080-manchester-limousine-svc,Manchester Limousine Svc,VT,"Manchester Center, VT",,2011,59.0,6_targets/1080-manchester-limousine-svc,0,,,,,0,0,
1081,1081-gc-logistics-llc,GC Logistics LLC,MS,"Ridgeland, MS",1,2015,58.5,6_targets/1081-gc-logistics-llc,0,,,,,0,0,
1082,1082-bml-transportation-svc-llc,BML Transportation Svc LLC,AL,"Montgomery, AL",3,2014,58.5,6_targets/1082-bml-transportation-svc-llc,0,,,,,0,0,
1083,1083-flexible-moves-transportation,Flexible Moves Transportation,NC,"Julian, NC",1,2017,58.5,6_targets/1083-flexible-moves-transportation,0,,,,,0,0,
1084,1084-cities-best-transportation,Cities Best Transportation,MN,"Crystal, MN",3,2013,58.5,6_targets/1084-cities-best-transportation,0,,,,,0,0,
1085,1085-trans-assist-of-america-llc,Trans Assist Of America LLC,AZ,"Scottsdale, AZ",1,2015,58.5,6_targets/1085-trans-assist-of-america-llc,0,,,,,0,0,
1086,1086-amazon-limousine,Amazon Limousine,VA,"Fairfax, VA",1,2013,58.5,6_targets/1086-amazon-limousine,0,,,,,0,0,
1087,1087-day-nite-limos-sedans,Day & Nite Limos & Sedans,TX,"Dallas, TX",2,2017,58.5,6_targets/1087-day-nite-limos-sedans,0,,,,,0,0,
1088,1088-milestone-nemt-llc,Milestone Nemt LLC,NC,"Elizabeth City, NC",2,2018,58.5,6_targets/1088-milestone-nemt-llc,0,,,,,0,0,
1089,1089-kosti-school-transportation,Kosti School Transportation,NJ,,,,58.5,6_targets/1089-kosti-school-transportation,0,,,,,0,0,
1090,1090-cicada-bus-svc-inc,Cicada Bus Svc Inc,DE,"Milford, DE",,,58.5,6_targets/1090-cicada-bus-svc-inc,0,,,,,0,0,
1091,1091-spartan-bus-line-llc,Spartan Bus Line LLC,MT,"Baker, MT",3,2003,58.0,6_targets/1091-spartan-bus-line-llc,0,,,,,0,0,
1092,1092-jewelride-llc,Jewelride LLC,IL,"Edwardsville, IL",,2019,58.0,6_targets/1092-jewelride-llc,0,,,,,0,0,
1093,1093-icare-transportation-svc-llc,Icare Transportation SVC LLC,SC,"Bluffton, SC",,2022,58.0,6_targets/1093-icare-transportation-svc-llc,0,,,,,0,0,
1094,1094-lucy-transport-llc,Lucy Transport LLC,VA,"Springfield, VA",,2019,58.0,6_targets/1094-lucy-transport-llc,0,,,,,0,0,
1095,1095-premier-handicap-trnsprtn,Premier Handicap & Trnsprtn,MI,"Southfield, MI",,2025,58.0,6_targets/1095-premier-handicap-trnsprtn,0,,,,,0,0,
1096,1096-cali-assisted-transportation,Cali Assisted Transportation,CA,"Whittier, CA",,2022,58.0,6_targets/1096-cali-assisted-transportation,0,,,,,0,0,
1097,1097-advance-wheelchair-transport,Advance Wheelchair Transport,NC,"Flat Rock, NC",,2019,58.0,6_targets/1097-advance-wheelchair-transport,0,,,,,0,0,
1098,1098-wings-halos-non-emergency,Wings-Halos Non-Emergency,NC,"Hillsborough, NC",,2019,58.0,6_targets/1098-wings-halos-non-emergency,0,,,,,0,0,
1099,1099-archangels-wheelchair-trnsprt,Archangels Wheelchair Trnsprt,CA,"Placentia, CA",,2019,58.0,6_targets/1099-archangels-wheelchair-trnsprt,0,,,,,0,0,
1100,1100-motor-carriage-svc,Motor Carriage Svc,OR,"Beaverton, OR",,2024,58.0,6_targets/1100-motor-carriage-svc,0,,,,,0,0,
1101,1101-mark-yarton-svc-inc,Mark Yarton Svc Inc,NJ,"Franklin, NJ",,2023,58.0,6_targets/1101-mark-yarton-svc-inc,0,,,,,0,0,
1102,1102-texas-accessibility-speclsts,Texas Accessibility Speclsts,TX,"Stephenville, TX",,2023,58.0,6_targets/1102-texas-accessibility-speclsts,0,,,,,0,0,
1103,1103-valentin-beianu-special-needs,Valentin Beianu Special Needs,WA,"Vancouver, WA",,2022,58.0,6_targets/1103-valentin-beianu-special-needs,0,,,,,0,0,
1104,1104-ride-by-your-side-llc,Ride By Your Side LLC,OK,"Tulsa, OK",2,2020,57.0,6_targets/1104-ride-by-your-side-llc,0,,,,,0,0,
1105,1105-j-w-transportation,J W Transportation,WI,"Milwaukee, WI",,,57.0,6_targets/1105-j-w-transportation,0,,,,,0,0,
1106,1106-handicare-transportation,Handicare Transportation,WI,"Sheboygan, WI",,,57.0,6_targets/1106-handicare-transportation,0,,,,,0,0,
1107,1107-magic-limousine-svc,Magic Limousine Svc,ND,"Grand Forks, ND",3,2003,56.5,6_targets/1107-magic-limousine-svc,0,,,,,0,0,
1108,1108-ohana-wheelchair-transport,Ohana Wheelchair Transport,WI,"Port Washington, WI",2,2008,56.5,6_targets/1108-ohana-wheelchair-transport,0,,,,,0,0,
1109,1109-devoted-care-svc-llc,Devoted Care Svc LLC,VA,"Sandston, VA",1,2024,55.5,6_targets/1109-devoted-care-svc-llc,0,,,,,0,0,
1110,1110-asap-transportation-inc,ASAP Transportation Inc,IL,"Oak Lawn, IL",2,2020,55.5,6_targets/1110-asap-transportation-inc,0,,,,,0,0,
1111,1111-asap-taxi,ASAP Taxi,NC,"Fayetteville, NC",4,2019,55.5,6_targets/1111-asap-taxi,0,,,,,0,0,
1112,1112-sierra-limousines,Sierra Limousines,AZ,"Tucson, AZ",2,2022,55.5,6_targets/1112-sierra-limousines,0,,,,,0,0,
1113,1113-onstar-limousine-svc,Onstar Limousine Svc,CA,"Los Angeles, CA",1,2019,55.5,6_targets/1113-onstar-limousine-svc,0,,,,,0,0,
1114,1114-mas-transportation-corp,Mas Transportation Corp,OH,"Cincinnati, OH",2,2021,55.5,6_targets/1114-mas-transportation-corp,0,,,,,0,0,
1115,1115-kf-limousine-svc,KF Limousine Svc,NC,"Fayetteville, NC",4,2019,55.5,6_targets/1115-kf-limousine-svc,0,,,,,0,0,
1116,1116-glad-care-transport,Glad Care Transport,VA,"Newport News, VA",1,2021,55.5,6_targets/1116-glad-care-transport,0,,,,,0,0,
1117,1117-a1-non-emergency-med-trnsprtn,A1 Non-Emergency MED Trnsprtn,NC,"Columbia, NC",1,2021,55.5,6_targets/1117-a1-non-emergency-med-trnsprtn,0,,,,,0,0,
1118,1118-safe-ride-llc,Safe Ride LLC,NH,"Manchester, NH",2,2019,55.5,6_targets/1118-safe-ride-llc,0,,,,,0,0,
1119,1119-a-travel-a-limousine-llc,A Travel A Limousine LLC,NJ,"Piscataway, NJ",2,2019,55.5,6_targets/1119-a-travel-a-limousine-llc,0,,,,,0,0,
1120,1120-ace-limousine-co,Ace Limousine Co,NJ,"East Brunswick, NJ",3,2020,55.5,6_targets/1120-ace-limousine-co,0,,,,,0,0,
1121,1121-we-care-wheelchair-inc,We Care Wheelchair Inc,IA,"Sioux City, IA",2,2020,55.5,6_targets/1121-we-care-wheelchair-inc,0,,,,,0,0,
1122,1122-nothing-but-love-trnsprtn-llc,Nothing But Love Trnsprtn LLC,WI,"Janesville, WI",,2014,55.0,6_targets/1122-nothing-but-love-trnsprtn-llc,0,,,,,0,0,
1123,1123-j-l-wheelchair-transportation,J L Wheelchair Transportation,CA,"Winnetka, CA",,2017,55.0,6_targets/1123-j-l-wheelchair-transportation,0,,,,,0,0,
1124,1124-school-busing-inc,School Busing Inc,VI,"St Thomas, VI",,,52.5,6_targets/1124-school-busing-inc,0,,,,,0,0,
1125,1125-always-quality-trnsp-llc,Always Quality TRNSP LLC,WI,"Milwaukee, WI",,2025,52.0,6_targets/1125-always-quality-trnsp-llc,0,,,,,0,0,
1126,1126-dineste-transportation-group,Dineste Transportation Group,DE,"Clayton, DE",1,2020,49.5,6_targets/1126-dineste-transportation-group,0,,,,,0,0,
